Pt name,North,East,Ground,WSE,Elevation_recorded,Depth,Code,Notes
25680,2063916.667,6575285.954,168.801,175.789,175.389,6.988,BATH,
25681,2063915.928,6575282.673,169.742,175.812,175.412,6.07,BATH,
25682,2063916.815,6575279.47,170.276,175.853,175.453,5.577,BATH,
25683,2063918.767,6575277.661,170.073,175.847,175.447,5.774,BATH,
25684,2063920.737,6575277.643,170.243,175.82,175.42,5.577,BATH,
25685,2063921.546,6575278.536,169.543,175.809,175.409,6.266,BATH,
25686,2063921.473,6575279.122,169.377,175.84,175.44,6.463,BATH,
25687,2063923.388,6575279.155,168.72,175.839,175.439,7.119,BATH,
25688,2063925.78,6575279.68,166.966,175.824,175.424,8.858,BATH,
25689,2063928.649,6575280.901,165.871,175.845,175.445,9.974,BATH,
25690,2063931.94,6575282.56,166.238,175.818,175.418,9.58,BATH,
25691,2063935.42,6575284.424,165.543,175.812,175.412,10.269,BATH,
25692,2063939.403,6575286.386,164.166,175.846,175.446,11.68,BATH,
25693,2063943.184,6575289.042,166.386,175.802,175.402,9.416,BATH,
25694,2063946.933,6575291.472,167.244,175.807,175.407,8.563,BATH,
25695,2063950.776,6575293.753,168.046,175.822,175.422,7.776,BATH,
25696,2063954.288,6575296.238,169.946,175.819,175.419,5.873,BATH,
25697,2063958.079,6575298.058,172.817,175.803,175.403,2.986,BATH,
25698,2063962.112,6575298.782,172.924,175.811,175.411,2.887,BATH,
25700,2063966.198,6575294.598,173.083,175.806,175.406,2.723,BATH,
25701,2063968.112,6575293.088,173.128,175.753,175.353,2.625,BATH,
25702,2063968.271,6575291.286,173.064,175.787,175.387,2.723,BATH,
25703,2063967.59,6575290.826,172.874,175.794,175.394,2.92,BATH,
25704,2063967.696,6575289.19,172.536,175.784,175.384,3.248,BATH,
25705,2063967.082,6575287.428,172.151,175.826,175.426,3.675,BATH,
25706,2063965.432,6575285.411,171.648,175.815,175.415,4.167,BATH,
25707,2063963.351,6575283.324,170.475,175.79,175.39,5.315,BATH,
25708,2063961.046,6575281.041,167.931,175.805,175.405,7.874,BATH,
25709,2063958.906,6575278.382,167.162,175.791,175.391,8.629,BATH,
25710,2063958.372,6575274.622,166.714,175.802,175.402,9.088,BATH,
25711,2063959.917,6575271.428,166.576,175.795,175.395,9.219,BATH,
25712,2063962.654,6575270.394,166.043,175.754,175.354,9.711,BATH,
25713,2063964.077,6575271.294,166.81,175.767,175.367,8.957,BATH,
25714,2063963.435,6575272.108,166.845,175.769,175.369,8.924,BATH,
25715,2063963.392,6575271.706,166.637,175.823,175.423,9.186,BATH,
25716,2063964.902,6575272.161,167.275,175.805,175.405,8.53,BATH,
25717,2063966.397,6575273.401,167.448,175.781,175.381,8.333,BATH,
25718,2063967.711,6575275.238,167.744,175.815,175.415,8.071,BATH,
25719,2063969.829,6575277.695,168.137,175.814,175.414,7.677,BATH,
25720,2063972.375,6575280.206,169.895,175.768,175.368,5.873,BATH,
25721,2063975.071,6575282.586,172.143,175.785,175.385,3.642,BATH,
25722,2063977.944,6575284.218,172.747,175.798,175.398,3.051,BATH,
25723,2063980.782,6575283.115,173.188,175.813,175.413,2.625,BATH,
25724,2063981.61,6575281.357,173.11,175.8,175.4,2.69,BATH,
25725,2063980.694,6575280.155,173.014,175.803,175.403,2.789,BATH,
25726,2063980.131,6575279.865,172.998,175.82,175.42,2.822,BATH,
25727,2063979.696,6575279.074,172.998,175.787,175.387,2.789,BATH,
25728,2063978.81,6575277.812,172.605,175.787,175.387,3.182,BATH,
25729,2063977.906,6575275.628,172.166,175.808,175.408,3.642,BATH,
25730,2063976.026,6575273.632,170.835,175.822,175.422,4.987,BATH,
25731,2063973.604,6575271.511,169.158,175.785,175.385,6.627,BATH,
25732,2063970.912,6575268.752,168.007,175.848,175.448,7.841,BATH,
25733,2063967.769,6575265.935,167.287,175.817,175.417,8.53,BATH,
25734,2063964.588,6575263.206,165.863,175.771,175.371,9.908,BATH,
25735,2063961.448,6575260.507,165.559,175.795,175.395,10.236,BATH,
25736,2063958.27,6575257.809,164.583,175.836,175.436,11.253,BATH,
25737,2063955.075,6575254.588,163.009,175.771,175.371,12.762,BATH,
25738,2063951.961,6575251.36,161.261,175.762,175.362,14.501,BATH,
25739,2063948.822,6575248.611,163.497,175.8,175.4,12.303,BATH,
25740,2063945.838,6575245.668,164.454,175.806,175.406,11.352,BATH,
25741,2063943.166,6575243.053,165.212,175.776,175.376,10.564,BATH,
25742,2063942.522,6575239.564,166.606,175.792,175.392,9.186,BATH,
25743,2063942.624,6575236.967,167.336,175.768,175.368,8.432,BATH,
25744,2063943.27,6575235.4,167.515,175.783,175.383,8.268,BATH,
25745,2063943.672,6575234.601,167.526,175.761,175.361,8.235,BATH,
25746,2063944.008,6575233.933,167.742,175.78,175.38,8.038,BATH,
25747,2063944.514,6575233.013,167.637,175.773,175.373,8.136,BATH,
25748,2063945.198,6575231.919,167.954,175.795,175.395,7.841,BATH,
25749,2063945.539,6575229.446,167.929,175.77,175.37,7.841,BATH,
25750,2063947.296,6575230.014,167.543,175.778,175.378,8.235,BATH,
25751,2063948.109,6575231.183,166.799,175.788,175.388,8.989,BATH,
25752,2063949.135,6575231.901,166.545,175.764,175.364,9.219,BATH,
25753,2063950.321,6575233.274,165.796,175.803,175.403,10.007,BATH,
25754,2063953.031,6575234.52,166.302,175.784,175.384,9.482,BATH,
25755,2063955.909,6575236.07,167.262,175.792,175.392,8.53,BATH,
25756,2063959.277,6575237.839,166.777,175.799,175.399,9.022,BATH,
25757,2063962.781,6575239.906,164.528,175.781,175.381,11.253,BATH,
25758,2063966.283,6575241.823,163.06,175.79,175.39,12.73,BATH,
25760,2063973.857,6575246.285,165.748,175.755,175.355,10.007,BATH,
25761,2063977.401,6575248.756,167.605,175.741,175.341,8.136,BATH,
25762,2063980.568,6575251.308,168.077,175.787,175.387,7.71,BATH,
25763,2063983.409,6575254.123,168.243,175.756,175.356,7.513,BATH,
25765,2063988.429,6575259.162,168.705,175.824,175.424,7.119,BATH,
25766,2063991.249,6575261.589,169.58,175.814,175.414,6.234,BATH,
25767,2063994.219,6575263.472,171.285,175.78,175.38,4.495,BATH,
25768,2063997.147,6575264.668,172.697,175.781,175.381,3.084,BATH,
25772,2064005.073,6575261.117,173.762,175.763,175.363,2.001,BATH,
25774,2064005.814,6575257.48,172.847,175.767,175.367,2.92,BATH,
25775,2064004.538,6575256.406,172.08,175.755,175.355,3.675,BATH,
25776,2064003.422,6575256.129,171.595,175.794,175.394,4.199,BATH,
25777,2064002.419,6575255.379,171.287,175.815,175.415,4.528,BATH,
25778,2064000.346,6575253.628,170.314,175.793,175.393,5.479,BATH,
25779,2063997.937,6575251.755,168.488,175.771,175.371,7.283,BATH,
25780,2063994.958,6575249.474,167.451,175.817,175.417,8.366,BATH,
25781,2063991.995,6575246.468,166.416,175.799,175.399,9.383,BATH,
25782,2063989.052,6575243.353,165.98,175.757,175.357,9.777,BATH,
25783,2063986.179,6575239.866,166.408,175.791,175.391,9.383,BATH,
25784,2063983.019,6575236.456,166.099,175.777,175.377,9.678,BATH,
25785,2063979.888,6575233.028,163.387,175.756,175.356,12.369,BATH,
25786,2063976.613,6575229.475,163.403,175.805,175.405,12.402,BATH,
25787,2063972.882,6575226.695,165.349,175.815,175.415,10.466,BATH,
25788,2063969.562,6575223.859,165.616,175.787,175.387,10.171,BATH,
25789,2063966.242,6575221.337,168.013,175.789,175.389,7.776,BATH,
25790,2063963.684,6575217.432,169.357,175.787,175.387,6.43,BATH,
25791,2063961.569,6575214.02,169.745,175.815,175.415,6.07,BATH,
25792,2063959.972,6575210.852,169.224,175.786,175.386,6.562,BATH,
25793,2063959.029,6575207.953,169.853,175.791,175.391,5.938,BATH,
25794,2063957.649,6575205.529,172.329,175.807,175.407,3.478,BATH,
25795,2063955.378,6575204.046,173.001,175.823,175.423,2.822,BATH,
25796,2063956.483,6575202.45,172.995,175.817,175.417,2.822,BATH,
25797,2063958.268,6575202.744,172.368,175.813,175.413,3.445,BATH,
25798,2063958.706,6575204.57,172.757,175.808,175.408,3.051,BATH,
25799,2063958.996,6575205.23,172.82,175.806,175.406,2.986,BATH,
25800,2063960.644,6575205.156,172.324,175.9,175.5,3.576,BATH,
25801,2063962.836,6575206.534,170.453,175.834,175.434,5.381,BATH,
25802,2063965.46,6575208.496,169.2,175.794,175.394,6.594,BATH,
25803,2063968.229,6575210.73,168.278,175.857,175.457,7.579,BATH,
25804,2063971.742,6575212.825,168.124,175.834,175.434,7.71,BATH,
25805,2063975.422,6575215.222,166.746,175.834,175.434,9.088,BATH,
25806,2063979.021,6575217.519,167.37,175.802,175.402,8.432,BATH,
25807,2063982.735,6575220.127,167.067,175.827,175.427,8.76,BATH,
25808,2063986.666,6575222.985,165.16,175.79,175.39,10.63,BATH,
25809,2063990.569,6575225.667,163.603,175.775,175.375,12.172,BATH,
25810,2063994.162,6575228.581,164.23,175.811,175.411,11.581,BATH,
25811,2063997.971,6575231.611,166.198,175.811,175.411,9.613,BATH,
25812,2064001.76,6575234.387,166.269,175.783,175.383,9.514,BATH,
25813,2064005.211,6575237.004,165.194,175.824,175.424,10.63,BATH,
25814,2064008.585,6575239.868,166.653,175.774,175.374,9.121,BATH,
25815,2064012.069,6575242.491,169.674,175.744,175.344,6.07,BATH,
25816,2064015.433,6575245.137,171.73,175.798,175.398,4.068,BATH,
25817,2064014.589,6575240.766,170.324,175.803,175.403,5.479,BATH,
25818,2064013.27,6575239.557,169.79,175.86,175.46,6.07,BATH,
25819,2064011.681,6575238.158,168.498,175.814,175.414,7.316,BATH,
25820,2064011.475,6575235.668,167.164,175.825,175.425,8.661,BATH,
25821,2064011.645,6575233.198,166.651,175.837,175.437,9.186,BATH,
25822,2064012.493,6575231.484,165.775,175.847,175.447,10.072,BATH,
25823,2064013.284,6575230.235,165.587,175.823,175.423,10.236,BATH,
25824,2064014.042,6575229.53,165.933,175.808,175.408,9.875,BATH,
25825,2064014.617,6575228.342,165.864,175.871,175.471,10.007,BATH,
25826,2064016.09,6575227.339,166.167,175.845,175.445,9.678,BATH,
25827,2064017.462,6575226.92,166.593,175.812,175.412,9.219,BATH,
25828,2064019,6575226.68,167.437,175.869,175.469,8.432,BATH,
25829,2064020.809,6575227.009,168.263,175.842,175.442,7.579,BATH,
25830,2064022.378,6575227.734,169.248,175.842,175.442,6.594,BATH,
25831,2064023.988,6575228.456,169.57,175.836,175.436,6.266,BATH,
25832,2064023.141,6575227.288,169.418,175.848,175.448,6.43,BATH,
25833,2064023.341,6575224.453,168.422,175.804,175.404,7.382,BATH,
25834,2064024.013,6575221.692,166.803,175.76,175.36,8.957,BATH,
25835,2064024.94,6575218.387,165.241,175.805,175.405,10.564,BATH,
25836,2064027.212,6575215.813,165.177,175.807,175.407,10.63,BATH,
25837,2064029.703,6575214.792,165.132,175.795,175.395,10.663,BATH,
25838,2064031.466,6575214.414,166.072,175.849,175.449,9.777,BATH,
25839,2064032.464,6575214.842,166.47,175.853,175.453,9.383,BATH,
25840,2064033.486,6575214.587,166.465,175.848,175.448,9.383,BATH,
25841,2064035.578,6575214.797,166.951,175.875,175.475,8.924,BATH,
25842,2064037.809,6575216.182,168.254,175.833,175.433,7.579,BATH,
25843,2064039.928,6575217.429,168.872,175.795,175.395,6.923,BATH,
25844,2064042.021,6575218.759,170.75,175.868,175.468,5.118,BATH,
25845,2064043.684,6575220.816,171.037,175.86,175.46,4.823,BATH,
25846,2064045.124,6575222.575,170.452,175.833,175.433,5.381,BATH,
25847,2064045.856,6575224.001,171.08,175.87,175.47,4.79,BATH,
25848,2064047.137,6575224.289,171.585,175.817,175.417,4.232,BATH,
25849,2064048.516,6575223.413,172.266,175.842,175.442,3.576,BATH,
25850,2064048.413,6575222.278,172.82,175.806,175.406,2.986,BATH,
25851,2064048.097,6575220.021,171.411,175.807,175.407,4.396,BATH,
25852,2064046.618,6575218.427,171.199,175.792,175.392,4.593,BATH,
25853,2064044.24,6575216.982,170.425,175.806,175.406,5.381,BATH,
25854,2064040.93,6575214.943,169.246,175.775,175.375,6.529,BATH,
25855,2064036.515,6575212.586,167.953,175.794,175.394,7.841,BATH,
25856,2064032.694,6575209.298,165.714,175.819,175.419,10.105,BATH,
25857,2064029.17,6575205.729,164.439,175.823,175.423,11.384,BATH,
25858,2064025.442,6575202.178,162.149,175.797,175.397,13.648,BATH,
25859,2064021.978,6575198.327,161.34,175.808,175.408,14.468,BATH,
25860,2064018.114,6575194.961,160.641,175.766,175.366,15.125,BATH,
25861,2064013.943,6575192.2,160.108,175.856,175.456,15.748,BATH,
25862,2064009.757,6575190.553,161.464,175.867,175.467,14.403,BATH,
25863,2064005.887,6575188.587,162.152,175.866,175.466,13.714,BATH,
25864,2064002.467,6575185.401,163.13,175.794,175.394,12.664,BATH,
25866,2063995.182,6575179.148,166.017,175.794,175.394,9.777,BATH,
25867,2063991.679,6575176.518,169.326,175.789,175.389,6.463,BATH,
25868,2063988.66,6575174.886,170.524,175.806,175.406,5.282,BATH,
25869,2063986.145,6575173.657,170.897,175.818,175.418,4.921,BATH,
25870,2063983.913,6575172.556,170.594,175.811,175.411,5.217,BATH,
25871,2063984.693,6575171.56,170.527,175.809,175.409,5.282,BATH,
25872,2063986.256,6575172.147,170.226,175.803,175.403,5.577,BATH,
25873,2063986.737,6575171.7,170.079,175.82,175.42,5.741,BATH,
25874,2063987.549,6575170.182,170.188,175.864,175.464,5.676,BATH,
25876,2063991.628,6575166.982,169.612,175.846,175.446,6.234,BATH,
25877,2063993.947,6575167.591,168.936,175.859,175.459,6.923,BATH,
25878,2063995.328,6575168.412,168.865,175.853,175.453,6.988,BATH,
25879,2063998.122,6575168.329,168.021,175.862,175.462,7.841,BATH,
25880,2064001.56,6575169.346,165.48,175.847,175.447,10.367,BATH,
25881,2064005.341,6575170.687,162.458,175.877,175.477,13.419,BATH,
25882,2064009.888,6575172.053,162.815,175.84,175.44,13.025,BATH,
25883,2064014.739,6575173.896,161.53,175.802,175.402,14.272,BATH,
25884,2064019.494,6575175.797,161.456,175.826,175.426,14.37,BATH,
25885,2064024.472,6575177.57,161.123,175.821,175.421,14.698,BATH,
25886,2064029.273,6575179.352,160.63,175.787,175.387,15.157,BATH,
25887,2064034.098,6575181.102,161.951,175.862,175.462,13.911,BATH,
25888,2064038.927,6575183.287,162.782,175.807,175.407,13.025,BATH,
25889,2064043.733,6575185.528,163.397,175.799,175.399,12.402,BATH,
25890,2064048.275,6575188.004,163.607,175.812,175.412,12.205,BATH,
25891,2064052.03,6575190.6,163.992,175.803,175.403,11.811,BATH,
25892,2064055.673,6575193.134,163.944,175.821,175.421,11.877,BATH,
25893,2064059.487,6575195.433,164.002,175.813,175.413,11.811,BATH,
25894,2064063.079,6575197.601,163.934,175.811,175.411,11.877,BATH,
25895,2064066.325,6575199.852,164.349,175.832,175.432,11.483,BATH,
25897,2064071.827,6575204.17,167.664,175.833,175.433,8.169,BATH,
25898,2064074.386,6575206.184,171.155,175.847,175.447,4.692,BATH,
25899,2064076.979,6575207.4,171.512,175.843,175.443,4.331,BATH,
25900,2064079.332,6575205.899,171.659,175.858,175.458,4.199,BATH,
25901,2064079.767,6575203.561,171.246,175.872,175.472,4.626,BATH,
25902,2064078.954,6575202.127,170.279,175.856,175.456,5.577,BATH,
25903,2064079.809,6575200.372,169.897,175.868,175.468,5.971,BATH,
25904,2064080.17,6575197.396,168.671,175.889,175.489,7.218,BATH,
25905,2064081.228,6575193.688,166.373,175.855,175.455,9.482,BATH,
25906,2064082.839,6575190.154,165.134,175.797,175.397,10.663,BATH,
25907,2064085.279,6575187.349,165.379,175.812,175.412,10.433,BATH,
25908,2064087.762,6575185.239,165.229,175.859,175.459,10.63,BATH,
25909,2064090.052,6575183.046,165.087,175.815,175.415,10.728,BATH,
25910,2064092.954,6575181.963,165.335,175.768,175.368,10.433,BATH,
25911,2064095.814,6575179.771,165.892,175.866,175.466,9.974,BATH,
25912,2064098.653,6575177.554,166.437,175.82,175.42,9.383,BATH,
25913,2064102.069,6575177.178,167.02,175.845,175.445,8.825,BATH,
25914,2064104.765,6575177.568,168.259,175.871,175.471,7.612,BATH,
25915,2064106.46,6575177.634,169.566,175.8,175.4,6.234,BATH,
25916,2064106.987,6575176.003,168.589,175.872,175.472,7.283,BATH,
25917,2064106.99,6575173.623,168.447,175.862,175.462,7.415,BATH,
25918,2064105.522,6575171.826,167.113,175.774,175.374,8.661,BATH,
25919,2064102.956,6575170.001,166.128,175.806,175.406,9.678,BATH,
25920,2064099.661,6575169.161,165.804,175.811,175.411,10.007,BATH,
25921,2064095.825,6575167.92,165.886,175.794,175.394,9.908,BATH,
25922,2064091.71,6575166.207,165.934,175.809,175.409,9.875,BATH,
25923,2064086.838,6575164.921,165.79,175.764,175.364,9.974,BATH,
25924,2064082.151,6575163.809,165.743,175.75,175.35,10.007,BATH,
25925,2064077.565,6575163.324,165.591,175.762,175.362,10.171,BATH,
25926,2064073.038,6575162.968,165.505,175.774,175.374,10.269,BATH,
25927,2064068.943,6575161.617,165.497,175.766,175.366,10.269,BATH,
25928,2064066.083,6575158.535,165.311,175.777,175.377,10.466,BATH,
25929,2064062.907,6575155.414,164.386,175.803,175.403,11.417,BATH,
25930,2064060.001,6575151.868,164.181,175.795,175.395,11.614,BATH,
25931,2064057.43,6575148.018,163.656,175.762,175.362,12.106,BATH,
25932,2064054.68,6575144.226,162.929,175.757,175.357,12.828,BATH,
25933,2064050.933,6575142.542,161.892,175.77,175.37,13.878,BATH,
25934,2064047.929,6575139.834,163.016,175.746,175.346,12.73,BATH,
25935,2064044.78,6575136.736,161.685,175.793,175.393,14.108,BATH,
25936,2064041.247,6575133.93,162.256,175.773,175.373,13.517,BATH,
25937,2064037.779,6575131.472,162.077,175.824,175.424,13.747,BATH,
25938,2064034.332,6575130.017,161.285,175.852,175.452,14.567,BATH,
25939,2064031.17,6575127.397,161.687,175.795,175.395,14.108,BATH,
25940,2064028.1,6575124.51,162.861,175.787,175.387,12.926,BATH,
25941,2064025.047,6575122.41,163.778,175.786,175.386,12.008,BATH,
25942,2064021.911,6575120.661,164.98,175.807,175.407,10.827,BATH,
25943,2064018.731,6575119.735,166.99,175.815,175.415,8.825,BATH,
25944,2064016.508,6575117.639,167.822,175.794,175.394,7.972,BATH,
25945,2064014.955,6575114.774,169.348,175.811,175.411,6.463,BATH,
25946,2064015.536,6575111.656,170.293,175.87,175.47,5.577,BATH,
25947,2064017.386,6575110.592,170.211,175.854,175.454,5.643,BATH,
25948,2064018.181,6575110.95,169.322,175.884,175.484,6.562,BATH,
25949,2064019.014,6575109.739,169.416,175.846,175.446,6.43,BATH,
25950,2064020.306,6575107.677,169.257,175.851,175.451,6.594,BATH,
25951,2064022.079,6575105.554,169.322,175.851,175.451,6.529,BATH,
25952,2064024.319,6575103.408,168.406,175.886,175.486,7.48,BATH,
25953,2064026.593,6575100.83,169.349,175.878,175.478,6.529,BATH,
25954,2064028.016,6575097.639,169.7,175.835,175.435,6.135,BATH,
25955,2064029.326,6575094.564,168.716,175.835,175.435,7.119,BATH,
25956,2064031.54,6575091.34,170.291,175.868,175.468,5.577,BATH,
25957,2064033.671,6575087.843,170.068,175.809,175.409,5.741,BATH,
25958,2064035.575,6575084.219,170.519,175.834,175.434,5.315,BATH,
25959,2064037.041,6575080.902,171.796,175.864,175.464,4.068,BATH,
25960,2064038.775,6575078.16,172.465,175.844,175.444,3.379,BATH,
25961,2064040.375,6575075.7,172.675,175.857,175.457,3.182,BATH,
25962,2064041.675,6575072.921,173.436,175.864,175.464,2.428,BATH,
25963,2064041.48,6575070.506,173.663,175.861,175.461,2.198,BATH,
25965,2064041.383,6575071.045,173.7,175.833,175.433,2.133,BATH,
25966,2064042.616,6575072.485,173.639,175.87,175.47,2.231,BATH,
25967,2064045.431,6575074.128,173.504,175.833,175.433,2.329,BATH,
25968,2064046.491,6575076.491,173.399,175.827,175.427,2.428,BATH,
25969,2064046.609,6575079.077,172.784,175.835,175.435,3.051,BATH,
25970,2064046.587,6575082.158,171.978,175.849,175.449,3.871,BATH,
25971,2064046.376,6575085.364,170.117,175.858,175.458,5.741,BATH,
25972,2064045.904,6575088.254,168.754,175.841,175.441,7.087,BATH,
25973,2064043.908,6575091.074,166.742,175.83,175.43,9.088,BATH,
25975,2064043.829,6575097.714,163.78,175.853,175.453,12.073,BATH,
25976,2064043.214,6575100.96,163.271,175.837,175.437,12.566,BATH,
25977,2064044.538,6575104.456,162.966,175.794,175.394,12.828,BATH,
25978,2064045.102,6575105.898,162.92,175.879,175.479,12.959,BATH,
25979,2064046.047,6575104.903,163.09,175.852,175.452,12.762,BATH,
25980,2064047.16,6575103.174,163.149,175.813,175.413,12.664,BATH,
25981,2064049.376,6575101.136,164.275,175.856,175.456,11.581,BATH,
25982,2064051.549,6575097.936,164.419,175.836,175.436,11.417,BATH,
25983,2064053.659,6575094.617,164.931,175.791,175.391,10.86,BATH,
25984,2064056.43,6575091.486,169.005,175.829,175.429,6.824,BATH,
25985,2064059.036,6575088.712,170.467,175.848,175.448,5.381,BATH,
25986,2064061.536,6575086.208,171.5,175.831,175.431,4.331,BATH,
25987,2064063.545,6575083.666,172.089,175.829,175.429,3.74,BATH,
25988,2064065.334,6575081.152,172.75,175.834,175.434,3.084,BATH,
25989,2064066.006,6575079.054,173.501,175.83,175.43,2.329,BATH,
25992,2064066.338,6575079.06,173.271,175.797,175.397,2.526,BATH,
25993,2064067.725,6575080.818,173.051,175.84,175.44,2.789,BATH,
25994,2064068.587,6575082.837,172.925,175.845,175.445,2.92,BATH,
25995,2064070.339,6575084.634,172.783,175.834,175.434,3.051,BATH,
25996,2064072.655,6575086.078,172.635,175.817,175.417,3.182,BATH,
25997,2064074.007,6575087.295,172.542,175.823,175.423,3.281,BATH,
25998,2064073.313,6575088.341,172.446,175.792,175.392,3.346,BATH,
26000,2064071.422,6575092.331,172.637,175.819,175.419,3.182,BATH,
26001,2064070.261,6575094.695,172.078,175.818,175.418,3.74,BATH,
26002,2064068.777,6575097.127,171.769,175.837,175.437,4.068,BATH,
26003,2064067.931,6575100.346,172.14,175.815,175.415,3.675,BATH,
26005,2064065.173,6575107.106,169.859,175.797,175.397,5.938,BATH,
26006,2064063.246,6575110.376,167.85,175.79,175.39,7.94,BATH,
26007,2064061.539,6575113.826,166.65,175.836,175.436,9.186,BATH,
26008,2064059.168,6575116.585,164.906,175.831,175.431,10.925,BATH,
26009,2064057.02,6575119.555,163.416,175.818,175.418,12.402,BATH,
26010,2064055.016,6575122.638,162.456,175.809,175.409,13.353,BATH,
26011,2064053.763,6575125.933,162.489,175.809,175.409,13.32,BATH,
26012,2064053.52,6575129.381,162.227,175.777,175.377,13.55,BATH,
26013,2064053.368,6575132.889,162.331,175.782,175.382,13.451,BATH,
26015,2064055.743,6575134.741,162.399,175.818,175.418,13.419,BATH,
26016,2064058.194,6575134.273,162.821,175.78,175.38,12.959,BATH,
26017,2064060.027,6575132.762,162.849,175.808,175.408,12.959,BATH,
26018,2064062.486,6575131.029,162.774,175.799,175.399,13.025,BATH,
26019,2064064.922,6575128.922,163.698,175.771,175.371,12.073,BATH,
26020,2064067.873,6575126.119,165.332,175.798,175.398,10.466,BATH,
26021,2064071.52,6575123.495,166.598,175.784,175.384,9.186,BATH,
26022,2064074.992,6575120.545,168.398,175.78,175.38,7.382,BATH,
26023,2064078.199,6575117.048,171.255,175.783,175.383,4.528,BATH,
26024,2064081.323,6575113.693,172.19,175.766,175.366,3.576,BATH,
26026,2064087.4,6575107.39,172.131,175.773,175.373,3.642,BATH,
26027,2064090.152,6575104.544,172.391,175.77,175.37,3.379,BATH,
26028,2064091.689,6575101.871,172.305,175.783,175.383,3.478,BATH,
26030,2064094.644,6575099.719,173.049,175.772,175.372,2.723,BATH,
26031,2064095.579,6575099.654,173.166,175.758,175.358,2.592,BATH,
26032,2064096.886,6575100.451,173.14,175.765,175.365,2.625,BATH,
26033,2064099.42,6575101.593,173.265,175.758,175.358,2.493,BATH,
26034,2064100.795,6575102.768,173.124,175.749,175.349,2.625,BATH,
26035,2064103.06,6575104.345,173.764,175.765,175.365,2.001,BATH,
26036,2064105.162,6575106.278,173.323,175.718,175.318,2.395,BATH,
26037,2064105.502,6575107.505,173.018,175.741,175.341,2.723,BATH,
26038,2064105.302,6575109.371,172.867,175.754,175.354,2.887,BATH,
26039,2064104.713,6575111.257,172.95,175.772,175.372,2.822,BATH,
26040,2064103.591,6575113.443,172.702,175.786,175.386,3.084,BATH,
26041,2064102.221,6575116.354,172.443,175.789,175.389,3.346,BATH,
26042,2064100.732,6575119.345,172.528,175.776,175.376,3.248,BATH,
26043,2064099.048,6575122.308,172.102,175.777,175.377,3.675,BATH,
26044,2064097.013,6575125.295,171.142,175.735,175.335,4.593,BATH,
26045,2064094.51,6575128.128,170.43,175.811,175.411,5.381,BATH,
26046,2064091.911,6575130.99,169.618,175.786,175.386,6.168,BATH,
26047,2064089.496,6575133.957,167.329,175.794,175.394,8.465,BATH,
26048,2064087.19,6575136.935,166.413,175.796,175.396,9.383,BATH,
26049,2064084.752,6575139.376,166.387,175.803,175.403,9.416,BATH,
26050,2064084.515,6575142.002,166.436,175.819,175.419,9.383,BATH,
26051,2064085.261,6575144.894,166.523,175.808,175.408,9.285,BATH,
26052,2064085.362,6575147.124,166.499,175.817,175.417,9.318,BATH,
26053,2064086.204,6575148.178,166.495,175.813,175.413,9.318,BATH,
26054,2064088.617,6575148.826,166.493,175.811,175.411,9.318,BATH,
26055,2064091.205,6575149.523,166.581,175.8,175.4,9.219,BATH,
26056,2064093.714,6575149.899,166.472,175.79,175.39,9.318,BATH,
26057,2064096.283,6575150.027,166.499,175.817,175.417,9.318,BATH,
26058,2064098.933,6575148.68,166.34,175.822,175.422,9.482,BATH,
26059,2064100.702,6575147.049,166.388,175.804,175.404,9.416,BATH,
26060,2064102.473,6575145.827,167.129,175.856,175.456,8.727,BATH,
26061,2064104.854,6575144.246,166.234,175.814,175.414,9.58,BATH,
26062,2064107.614,6575142.632,166.817,175.806,175.406,8.989,BATH,
26063,2064110.353,6575140.536,168.135,175.812,175.412,7.677,BATH,
26064,2064113.068,6575138.233,169.252,175.781,175.381,6.529,BATH,
26065,2064116.178,6575135.697,170.179,175.855,175.455,5.676,BATH,
26066,2064119.528,6575133.37,172.052,175.825,175.425,3.773,BATH,
26067,2064123.62,6575132.952,172.651,175.801,175.401,3.15,BATH,
26068,2064126.677,6575132.511,173.208,175.8,175.4,2.592,BATH,
26069,2064129.014,6575130.252,173.499,175.796,175.396,2.297,BATH,
26070,2064130.415,6575128.096,173.786,175.787,175.387,2.001,BATH,
26073,2064130.472,6575121.866,173.693,175.727,175.327,2.034,BATH,
26089,2064153.992,6575096.88,173.139,175.534,175.134,2.395,BATH,
26095,2064240.628,6575014.189,170.564,175.157,174.757,4.593,BATH,
26096,2064241.082,6575014.012,170.443,175.135,174.735,4.692,BATH,
26097,2064241.383,6575012.809,170.323,175.113,174.713,4.79,BATH,
26098,2064243.261,6575012.412,170.528,175.121,174.721,4.593,BATH,
26099,2064243.377,6575010.978,170.414,175.138,174.738,4.724,BATH,
26100,2064243.001,6575010.773,170.172,175.093,174.693,4.921,BATH,
26101,2064241.345,6575009.575,169.986,175.104,174.704,5.118,BATH,
26102,2064238.272,6575008.309,169.887,175.104,174.704,5.217,BATH,
26103,2064234.774,6575005.154,169.724,175.105,174.705,5.381,BATH,
26104,2064231.815,6575001.514,168.422,175.115,174.715,6.693,BATH,
26105,2064229.31,6574996.95,170.065,175.052,174.652,4.987,BATH,
26106,2064227.448,6574994.339,169.756,175.137,174.737,5.381,BATH,
26107,2064225.777,6574992.581,169.57,175.147,174.747,5.577,BATH,
